ID_Terreno,Nodos,Superficie (m²),Precio (€)
a7ff2c2d-e693-4a6a-b622-7cb0686fedde,"[[40.463693, -3.581085], [40.56726, -3.851722], [40.467622, -3.639484], [40.637176, -3.646891]]",1032,127912
0a7c6655-e6f1-4360-b0e8-9049c28faf70,"[[40.584159, -3.757027], [40.58381, -3.83068], [40.403282, -3.62299], [40.462555, -3.577303]]",2987,50936
88212bb8-a80a-4514-8f9a-c91458e677d3,"[[40.457641, -3.6868119999999998], [40.332086, -3.666359], [40.395577, -3.8184649999999998], [40.500327, -3.886833]]",3009,378905
f33f0154-8822-46f4-a879-ea9eb965f8c6,"[[40.585647, -3.768361], [40.34061, -3.708967], [40.321956, -3.756444], [40.437393, -3.640015]]",3676,281098
29daa439-7f8f-43cd-a3e9-8bed55e39d8e,"[[40.453503, -3.819123], [40.560061, -3.875021], [40.467722, -3.707949], [40.481105, -3.685355]]",2639,385958
dcf75f59-b593-4b6b-8ab2-fc70c052bf83,"[[40.561974, -3.8103], [40.473834, -3.678689], [40.581242, -3.7512280000000002], [40.333041, -3.579608]]",893,365726
35c62982-6b66-4a61-913e-32cf6c1e9328,"[[40.356912, -3.769934], [40.431562, -3.7591390000000002], [40.468525, -3.862443], [40.384374, -3.835178]]",1259,409020
d80dde8e-c800-4f71-a3f7-ba341dc46884,"[[40.584481, -3.711919], [40.577931, -3.582115], [40.365487, -3.648676], [40.511417, -3.783395]]",3971,348979
be612eb4-44d2-40c7-9c1d-24e122e3b747,"[[40.640213, -3.683871], [40.600532, -3.729901], [40.623937, -3.656378], [40.434884, -3.758067]]",1690,59177
3540c7db-a574-42d3-b377-8e963ab527ee,"[[40.635982, -3.654818], [40.378695, -3.827645], [40.381635, -3.792623], [40.526726, -3.582124]]",2421,172261
1bc21fea-de15-40b0-9b48-d87dc591799d,"[[40.542395, -3.627679], [40.53667, -3.811022], [40.526074, -3.637488], [40.335717, -3.576369]]",1840,62301
76ec10d1-b911-4a83-a8a7-be0590dd86c2,"[[40.409431, -3.834199], [40.520166, -3.673876], [40.343595, -3.746772], [40.510109, -3.887453]]",1485,222335
14b86a9a-1106-4b5b-89f9-39d1af4729a1,"[[40.484103, -3.833548], [40.55988, -3.675605], [40.449133, -3.667233], [40.390717, -3.6672919999999998]]",2258,167100
163ca041-af8a-426a-98f3-737e4e6219bd,"[[40.532987, -3.625137], [40.546253, -3.690533], [40.548921, -3.814858], [40.513549, -3.710243]]",1815,304059
06d35e53-99ee-41ab-a0dd-a59f44204f95,"[[40.612971, -3.720167], [40.326268, -3.791935], [40.469225, -3.701849], [40.425087, -3.739587]]",853,190302
ef2c606d-a4d1-4069-a44b-9ea799513585,"[[40.610942, -3.8791919999999998], [40.580367, -3.866405], [40.38011, -3.8309249999999997], [40.506678, -3.699205]]",2795,57583
b6178c4c-a35f-471f-80af-6794790aa84a,"[[40.586544, -3.660918], [40.563441, -3.676472], [40.431701, -3.668505], [40.528027, -3.809762]]",2236,146644
5d6bb927-86ab-4bab-8aef-109542a7d9d5,"[[40.346307, -3.839925], [40.493407, -3.6939830000000002], [40.457276, -3.650277], [40.383504, -3.567593]]",2944,455105
094911f7-036c-4b15-bef7-0aa80d14f69d,"[[40.360176, -3.719941], [40.47387, -3.7175789999999997], [40.36632, -3.662902], [40.618358, -3.887324]]",3421,263133
0a16c5d3-e846-48a1-b290-480e1e5a0192,"[[40.598403, -3.715638], [40.404863, -3.6612549999999997], [40.591749, -3.661125], [40.450087, -3.73429]]",2806,179109
02f01e64-d006-4fbe-91fc-2167fd8c56f1,"[[40.535619, -3.702422], [40.566234, -3.772185], [40.482335, -3.772546], [40.514191, -3.615453]]",2037,378342
bd690775-9d09-4db6-8d94-fa6974a12687,"[[40.517261, -3.666947], [40.592003, -3.744922], [40.638428, -3.7439549999999997], [40.406024, -3.801117]]",1486,74227
4b0f5273-35cc-4ff0-b804-1819d1028bdd,"[[40.461961, -3.809913], [40.640935999999996, -3.685056], [40.538958, -3.583904], [40.380866, -3.648771]]",2260,348710
fba956d0-7e0a-4192-8402-7c8cbd20cb7a,"[[40.440999, -3.863994], [40.502250000000004, -3.822386], [40.339181, -3.584604], [40.615301, -3.780275]]",2076,151786
08f2cbbc-64fc-44dc-a7b6-695db9522067,"[[40.61541, -3.886309], [40.601964, -3.717926], [40.366458, -3.708962], [40.446799, -3.593408]]",3541,76588
a389eba1-4738-473a-8654-51051acb7ede,"[[40.628873, -3.61465], [40.556647, -3.6961370000000002], [40.322678, -3.6228569999999998], [40.320223, -3.72316]]",3358,76868
cb142884-c35f-4ff8-a691-da123658723a,"[[40.464883, -3.582917], [40.509753, -3.804995], [40.524415, -3.822275], [40.575518, -3.872653]]",1130,488200
314b776a-5d1c-450f-b61d-ade6105c5570,"[[40.636268, -3.8872809999999998], [40.641538, -3.837349], [40.62719, -3.885746], [40.529646, -3.595269]]",1831,363231
412a479b-7f58-485d-8cb4-df9397d37b83,"[[40.542082, -3.571325], [40.60494, -3.728448], [40.501735, -3.83686], [40.351209, -3.823784]]",2343,177096
e9fdc21b-cb8b-4cc2-8878-390e39258c67,"[[40.572384, -3.855487], [40.388749, -3.8163460000000002], [40.549796, -3.572297], [40.43451, -3.867669]]",2310,414960
cfa1cdcf-71eb-4a35-b776-494be63f918d,"[[40.566763, -3.650587], [40.404477, -3.744248], [40.403396, -3.841599], [40.439929, -3.803112]]",1813,459763
1c055f7f-778b-4d69-a598-3254d61964ed,"[[40.556121, -3.702037], [40.438811, -3.647712], [40.477496, -3.744536], [40.619084, -3.624652]]",1668,388588
30256e8e-48f9-4bf6-a299-2be89e611517,"[[40.487636, -3.805797], [40.324998, -3.704428], [40.553801, -3.738998], [40.360203, -3.629162]]",4284,486960
82a98b6e-7f73-49b1-9fa9-9deee9dcc476,"[[40.484252, -3.866228], [40.449788, -3.84245], [40.523829, -3.633417], [40.324663, -3.7866109999999997]]",3600,380958
0d87e5e3-24ae-43d0-9b1f-4270e079beb7,"[[40.51873, -3.660603], [40.620681, -3.843867], [40.511791, -3.651263], [40.437836, -3.6587959999999997]]",4706,131723
4d12e107-13e7-4049-92ea-fb5359815f28,"[[40.390127, -3.59804], [40.583096, -3.679922], [40.431388, -3.568784], [40.601847, -3.83765]]",944,282566
b19fce0f-0c7d-495b-b158-48d2b50e0cb4,"[[40.631065, -3.700177], [40.468877, -3.716535], [40.445006, -3.580719], [40.434826, -3.624411]]",2144,442100
6748d16e-43bb-41e7-87c2-5781284ee304,"[[40.321262, -3.710779], [40.444912, -3.566311], [40.470137, -3.851108], [40.611573, -3.610248]]",4152,130030
599f066a-40a9-4cab-a07b-08c57bc16c21,"[[40.575727, -3.8843129999999997], [40.390936, -3.706876], [40.638998, -3.76197], [40.612389, -3.717722]]",1779,200672
072e375f-4786-4dc5-ac62-24e6fcf21a0c,"[[40.432272, -3.740782], [40.581533, -3.700811], [40.593031, -3.636128], [40.327318, -3.789444]]",547,378316
773a1e7d-399e-47bf-bb54-61e90c98f38d,"[[40.374746, -3.598692], [40.389512, -3.834243], [40.406166, -3.872275], [40.445223, -3.879112]]",1976,363451
7a768ae0-219d-4c05-9699-1ed658b35c03,"[[40.537114, -3.7000830000000002], [40.339757, -3.716354], [40.572167, -3.840045], [40.449457, -3.662993]]",1731,341370
2e432fa5-16e2-485d-bb36-f24a228d4bc8,"[[40.519145, -3.773324], [40.475246, -3.659925], [40.321858, -3.759221], [40.616365, -3.7217279999999997]]",2380,316014
f9d03e2e-c645-4346-b7a3-ca18b453ecbc,"[[40.553172, -3.73391], [40.625086, -3.652717], [40.568442, -3.5965949999999998], [40.53348, -3.612884]]",4507,326973
5c78a020-3046-4bb0-91cf-385416e76456,"[[40.52931, -3.707006], [40.628475, -3.755786], [40.356608, -3.580834], [40.450389, -3.766239]]",1603,268353
89a2de41-c02e-49d9-b1f5-8e44b8a32591,"[[40.484863, -3.85523], [40.40502, -3.7789159999999997], [40.504563, -3.68304], [40.420208, -3.596491]]",4009,117246
ec4cdf32-2113-4193-9267-ee29c114dca1,"[[40.558765, -3.813583], [40.602201, -3.5718069999999997], [40.552226, -3.642956], [40.526948, -3.699512]]",2797,126364
8bb86725-9356-4ec2-adef-64dc81b38500,"[[40.474937, -3.717196], [40.62799, -3.820159], [40.55996, -3.7734769999999997], [40.46564, -3.556279]]",4562,255564
32f2c2e5-5145-421e-b157-35b6f7667248,"[[40.601291, -3.6954469999999997], [40.433239, -3.729229], [40.539348, -3.773698], [40.570229, -3.728706]]",4085,76720
f8e6fce0-435e-4202-a6a6-a6b571a5038e,"[[40.322693, -3.6382209999999997], [40.641241, -3.557821], [40.375791, -3.756674], [40.579947, -3.581073]]",3435,182675
d4855aa4-14c8-4f35-b1b4-e1f82c8299ce,"[[40.564827, -3.783736], [40.523749, -3.765443], [40.513233, -3.853245], [40.632117, -3.574098]]",1355,309726
f8f19837-756f-45ad-81b6-750486feaa87,"[[40.40007, -3.58346], [40.361163, -3.570722], [40.542212, -3.613325], [40.461399, -3.561105]]",508,147628
e4ac9c31-6a93-415e-9522-21fd8c6b4228,"[[40.341422, -3.857413], [40.36082, -3.674236], [40.36019, -3.7516439999999998], [40.508846, -3.8703339999999997]]",4112,376558
1c8c3778-ac76-4b7f-a9dd-9cb46134c04c,"[[40.499119, -3.614694], [40.321143, -3.706174], [40.38037, -3.556178], [40.433713, -3.837914]]",2047,341323
fe2b0f4c-6fd0-4976-b0a0-3481d5f08192,"[[40.573198, -3.694816], [40.535869, -3.76039], [40.544478, -3.573793], [40.491269, -3.729751]]",902,463591
fb3e99ef-cd03-4470-a424-f897da70cedc,"[[40.544843, -3.772818], [40.617392, -3.769846], [40.519849, -3.579508], [40.3877, -3.573101]]",1955,460085
81855039-029e-4226-972d-40dbcee65539,"[[40.385874, -3.856263], [40.582207, -3.772591], [40.423698, -3.682938], [40.389607, -3.6884230000000002]]",4047,319628
53a68856-2b10-47f0-812d-abe80dbd819f,"[[40.434797, -3.619831], [40.585621, -3.815965], [40.343467, -3.596254], [40.591985, -3.824379]]",1075,427064
c19d7f68-a308-4f3f-aca0-ca56e188b69c,"[[40.574544, -3.6923209999999997], [40.481986, -3.610958], [40.622703, -3.873764], [40.382185, -3.6773569999999998]]",3901,265243
91c456a7-1371-4c31-b76e-a1424b9cef4c,"[[40.420461, -3.61339], [40.446711, -3.820017], [40.634298, -3.8169329999999997], [40.492297, -3.628094]]",996,354501
ba30a46e-f4f7-4a5f-a984-a45bcacfeb78,"[[40.545494, -3.616771], [40.62957, -3.692648], [40.408298, -3.825436], [40.498464, -3.821357]]",1537,480487
a5591859-e9f8-426d-b7ea-fe058b177da5,"[[40.406618, -3.785962], [40.391712, -3.7142720000000002], [40.492519, -3.70927], [40.528537, -3.832579]]",1100,468857
7412c988-f850-4d41-8295-905925cf95e8,"[[40.596157, -3.765826], [40.511225, -3.881087], [40.534504, -3.602245], [40.425416, -3.791953]]",3336,183135
83d0f966-8c1b-4d8f-9fc0-92932a6fd3ba,"[[40.347876, -3.759978], [40.403729, -3.6481310000000002], [40.580085, -3.8162849999999997], [40.541117, -3.753464]]",3540,435747
339e58d8-705e-40bb-9040-74df89e894b7,"[[40.423288, -3.686497], [40.428157, -3.66613], [40.427274, -3.8671439999999997], [40.510703, -3.78917]]",2470,346324
427e686c-bb84-40a0-a2c7-5fc83a29a246,"[[40.63703, -3.6677049999999998], [40.561743, -3.7939309999999997], [40.609844, -3.6187139999999998], [40.449358, -3.816137]]",721,310581
ccf37f49-8679-467d-b699-fa2188724637,"[[40.501247, -3.715491], [40.53043, -3.826309], [40.452536, -3.727278], [40.427148, -3.568822]]",2857,100995
b6bf22a6-2e19-45d6-b20d-4da79f2932ca,"[[40.339365, -3.868958], [40.348994, -3.704634], [40.342541, -3.852736], [40.539539, -3.829749]]",841,127593
8b18a928-deea-4951-ba8d-25f8aaebd3ef,"[[40.394613, -3.856083], [40.441198, -3.687712], [40.368089, -3.7878410000000002], [40.537739, -3.829952]]",4446,306527
8a30d1b3-35e7-49e7-9f85-167636e585cc,"[[40.502237, -3.5655200000000002], [40.540655, -3.750562], [40.576149, -3.778871], [40.427466, -3.606014]]",4410,387063
45de0d47-0635-411a-9603-cecfee87ba35,"[[40.39269, -3.705477], [40.316218, -3.5575200000000002], [40.613878, -3.865665], [40.611633, -3.765717]]",1013,456367
7c592f8c-aca7-4338-9b10-b6bbde82f888,"[[40.466868, -3.612394], [40.584307, -3.798944], [40.478698, -3.715379], [40.414771, -3.704852]]",1582,281322
7f016f5e-6acc-424b-966f-a9b7ada5de42,"[[40.491264, -3.645505], [40.544595, -3.732942], [40.488497, -3.834876], [40.418655, -3.78888]]",1003,412533
6ac19297-e8ac-440a-be5c-425c7bce0e74,"[[40.314101, -3.858593], [40.362041, -3.69044], [40.34752, -3.880595], [40.623051, -3.827317]]",3271,202332
e79a9abb-da4a-4703-a2f7-c0e9470f37e7,"[[40.566766, -3.881315], [40.328765, -3.702201], [40.54906, -3.770058], [40.568668, -3.758601]]",4908,492020
3eac6397-f6ad-4c95-a1fb-104c72ac4205,"[[40.601721, -3.578883], [40.378328, -3.679681], [40.398168, -3.84181], [40.434928, -3.71841]]",696,331984
5470cfd7-1fea-4d64-8f8d-94d5140ed990,"[[40.42354, -3.758579], [40.554902, -3.7924189999999998], [40.398733, -3.757692], [40.440195, -3.626302]]",2906,414929
84d72161-42e4-4b5b-b0d2-5fd9a2021608,"[[40.572136, -3.577429], [40.472318, -3.793496], [40.621805, -3.63356], [40.588867, -3.711365]]",560,298653
06664f51-98e8-465d-b63c-33235a8b198c,"[[40.453732, -3.8857429999999997], [40.595539, -3.753548], [40.516214, -3.6764859999999997], [40.522837, -3.596374]]",1764,291604
ed7623ca-a896-4bad-b03f-c7ffa524ddfc,"[[40.436623, -3.878576], [40.62338, -3.812016], [40.333781, -3.582275], [40.441912, -3.789226]]",4437,372927
5d4afbc2-c563-4863-bbdd-aaaa3eb9589b,"[[40.487805, -3.6151109999999997], [40.33166, -3.8760209999999997], [40.322708, -3.565795], [40.469259, -3.879798]]",4001,415455
caff37fe-0cdf-4967-9617-412f773f3a1b,"[[40.397431, -3.638731], [40.393212, -3.778337], [40.513374, -3.609196], [40.53337, -3.7782489999999997]]",2258,106219
08787a8f-cd11-4f06-9ba9-ba43c86353dc,"[[40.521089, -3.797932], [40.465298, -3.793416], [40.572432, -3.839227], [40.416711, -3.874276]]",4556,176645
aad38049-5b03-4f65-ab84-f23df4fb41c9,"[[40.516526999999996, -3.701673], [40.504715, -3.6024700000000003], [40.383055, -3.596432], [40.564392, -3.8733649999999997]]",3685,240642
42bfcc1c-db35-441c-8f30-d2c4a27549a5,"[[40.358574, -3.715664], [40.439695, -3.609253], [40.585754, -3.6516539999999997], [40.506634, -3.773779]]",3041,436698
43998162-d2ed-4dc0-848a-b34a31ea704a,"[[40.590067, -3.8683579999999997], [40.479713, -3.6122579999999997], [40.345845, -3.73251], [40.55882, -3.646531]]",4791,315741
e0a34b1d-d402-4f10-85ac-4f3d514a6653,"[[40.583029, -3.609735], [40.369017, -3.625199], [40.575835, -3.565945], [40.480866, -3.834317]]",1044,60040
40209b38-caec-40a6-a049-86a7bf2c9244,"[[40.539981, -3.795538], [40.547659, -3.647497], [40.557627, -3.8184009999999997], [40.562842, -3.790859]]",4477,447469
9857fe88-816f-488a-9b7d-a33914970c73,"[[40.572818, -3.859966], [40.446274, -3.6907550000000002], [40.405657, -3.839089], [40.618901, -3.7225349999999997]]",2567,227140
7ac80f3e-dbb2-4850-83db-22526c8b59aa,"[[40.358614, -3.626937], [40.343953, -3.835381], [40.427042, -3.756367], [40.398337, -3.702542]]",2542,251541
45af3ec3-47b4-45d4-8381-459e2da926e2,"[[40.369071, -3.821083], [40.426935, -3.606151], [40.586483, -3.69499], [40.620979, -3.792259]]",4119,293316
deada310-868f-4f6e-a181-7b6e199080e8,"[[40.433485, -3.570844], [40.465453, -3.736868], [40.322788, -3.726287], [40.499925, -3.6554539999999998]]",4133,377360
510245de-308a-4537-9980-1f7ae0a188e6,"[[40.314799, -3.637671], [40.382795, -3.62351], [40.528917, -3.802252], [40.432338, -3.759308]]",4071,103253
23b345d1-c061-41c9-b315-c11098612459,"[[40.440319, -3.6877649999999997], [40.50857, -3.575956], [40.516673, -3.818891], [40.380776, -3.626601]]",4354,135517
59b7da54-956f-4db9-9c77-99762a664c1b,"[[40.42282, -3.75104], [40.574817, -3.7752369999999997], [40.592881, -3.562593], [40.584016, -3.656084]]",1755,404831
8be750d1-cdcf-4f60-aea5-a8c3b0a9eab9,"[[40.571184, -3.747593], [40.625417, -3.844724], [40.528538, -3.588319], [40.390211, -3.8758619999999997]]",1483,495703
2c0fbe94-2f90-4966-8b9d-30c6e1895db1,"[[40.577593, -3.816055], [40.580741, -3.729998], [40.625714, -3.8411679999999997], [40.600613, -3.561006]]",829,269384
58af4b69-6e7f-4da8-ad8c-3ea034e77239,"[[40.583301, -3.57777], [40.430859, -3.692864], [40.602724, -3.678353], [40.324442, -3.832131]]",1395,144590
302263e5-7f03-494b-a175-234869f65d70,"[[40.385848, -3.833915], [40.634734, -3.805078], [40.519428, -3.656739], [40.312197, -3.646288]]",688,183076
b58d54d5-711f-4883-b472-3643c3c6f500,"[[40.479089, -3.623996], [40.454101, -3.817042], [40.613162, -3.684336], [40.48572, -3.623839]]",1092,201172
623bd693-de7b-49bd-bf1f-d2522d4f93aa,"[[40.454924, -3.7396700000000003], [40.626257, -3.751483], [40.417851, -3.883594], [40.353459, -3.809788]]",2461,263883
b73352cd-8e43-417e-bfbc-3c94be2bc311,"[[40.484956, -3.794137], [40.594044, -3.71299], [40.62627, -3.827447], [40.366195, -3.653759]]",3047,51427
d5a1a429-a137-4de6-a2ab-7e8fa7c5ff3b,"[[40.336765, -3.875637], [40.356695, -3.82757], [40.435403, -3.809961], [40.546972, -3.674673]]",3905,121059
99d9bc73-529c-4750-ac95-29ca550bf772,"[[40.63712, -3.7637229999999997], [40.527614, -3.841071], [40.411096, -3.788485], [40.476119, -3.595121]]",2778,79475
a9a4aa51-79b2-4712-b146-fecb30d71261,"[[40.600675, -3.712824], [40.367143, -3.660037], [40.617666, -3.605568], [40.48715, -3.662082]]",1231,353290
87591d44-d56f-40ff-b24b-9284db4c4d50,"[[40.610255, -3.790188], [40.35205, -3.741124], [40.40136, -3.820839], [40.460604, -3.746241]]",4604,59133
d4d389d3-a062-4459-821e-d7f24b505e67,"[[40.413749, -3.633937], [40.327968, -3.561516], [40.560937, -3.632061], [40.426647, -3.76126]]",2036,370559
cc356358-5155-41b3-95d8-e30c932d226e,"[[40.526628, -3.680245], [40.373311, -3.840297], [40.524874, -3.679764], [40.504317, -3.829973]]",1902,328960
6df920be-5da7-458f-baca-c84dd3f67948,"[[40.333326, -3.729896], [40.615519, -3.7442029999999997], [40.460109, -3.662485], [40.51367, -3.837023]]",1945,192888
0372449a-e689-43f7-8aee-e2aad0438df6,"[[40.422387, -3.633623], [40.356166, -3.608948], [40.451131, -3.835813], [40.450355, -3.637036]]",4370,205178
41f8df32-7d4a-4143-bcea-a4be9ebfff2b,"[[40.393285, -3.663355], [40.417654, -3.652292], [40.470831, -3.605385], [40.39883, -3.770637]]",1217,393753
0154f4a8-da75-4673-b2d0-9da307f0b808,"[[40.383072, -3.721529], [40.354233, -3.68058], [40.365208, -3.67986], [40.447521, -3.692296]]",4513,135785
cad05c45-4c0e-4037-9aa7-1fd8ab2f8e8b,"[[40.518068, -3.616696], [40.4474, -3.704526], [40.470085, -3.872696], [40.55661, -3.6925179999999997]]",4567,61128
3c219ed6-7d8f-4161-8b94-3dbe7dfd1dd9,"[[40.591697, -3.667556], [40.621477, -3.88384], [40.318746, -3.885968], [40.56861, -3.857331]]",4038,467762
1b37df52-092e-4f0d-bc54-8869d83d7243,"[[40.452478, -3.869849], [40.557486, -3.728613], [40.464736, -3.573712], [40.471503, -3.579612]]",3832,348746
5ba9c491-0ccf-4573-a05d-b3b0dd22caf3,"[[40.493108, -3.759865], [40.505804, -3.605131], [40.360036, -3.75974], [40.526945, -3.660212]]",3335,236600
ae1814c3-1e5d-4ec9-a158-54d83e8eb120,"[[40.615884, -3.680481], [40.399719, -3.841718], [40.454155, -3.692864], [40.540465, -3.824477]]",2914,255295
bb7106dd-4504-4bce-a847-f583cacc5a98,"[[40.618661, -3.746677], [40.385111, -3.661259], [40.469028, -3.842241], [40.525115, -3.879801]]",543,498369
469270f6-316e-4985-ba89-69e5168544b6,"[[40.473953, -3.556873], [40.498903, -3.574798], [40.532412, -3.68386], [40.552788, -3.784121]]",3966,209054
f655c847-78f1-4af3-8d81-2817f5bd9a91,"[[40.323202, -3.712657], [40.568916, -3.615004], [40.534667999999996, -3.801872], [40.318747, -3.85058]]",3522,233078
9e83dd9c-59fa-4203-97ac-c9d80c5514ef,"[[40.317323, -3.628323], [40.577669, -3.571284], [40.550139, -3.567184], [40.362272, -3.662261]]",2427,379515
c1e5536b-ae07-4088-8468-3af47328480d,"[[40.61613, -3.886359], [40.464623, -3.620548], [40.513132, -3.60804], [40.373812, -3.656629]]",2953,374234
09c21045-afc4-40f3-b0d6-0acf6eeb8ada,"[[40.50554, -3.841685], [40.573815, -3.722428], [40.47134, -3.6224439999999998], [40.511239, -3.8298639999999997]]",4346,349988
7fbe459d-d92a-402e-a58b-4c3073de2b76,"[[40.317494, -3.729294], [40.635509, -3.5608079999999998], [40.321202, -3.641052], [40.37098, -3.561859]]",3774,443046
a920bc5a-bc52-48ba-9ee8-e89aadcc1506,"[[40.613580999999996, -3.799494], [40.560187, -3.6896500000000003], [40.360403, -3.689528], [40.571779, -3.643663]]",1980,55890
e047cf51-4c7d-4fa7-b60c-4e1c077abe96,"[[40.370316, -3.846518], [40.425228, -3.76054], [40.323781, -3.696378], [40.453863, -3.668021]]",1810,167565
d975181a-7abd-4dd6-9683-74a6aab90236,"[[40.605316, -3.614132], [40.324911, -3.858692], [40.467888, -3.8528219999999997], [40.512856, -3.593294]]",3691,449449
cc435f61-cc17-46df-a4f8-b08b99ae9505,"[[40.460771, -3.607241], [40.510152, -3.777193], [40.426747, -3.666178], [40.32497, -3.599199]]",3777,309775
3f894a0c-97a9-4eac-94d7-a7014f3aff5b,"[[40.417087, -3.785937], [40.489614, -3.709761], [40.450953, -3.813389], [40.342833, -3.736566]]",4191,294255
ed0805e6-a5fa-4ede-b06b-487d8587baed,"[[40.371059, -3.866441], [40.387993, -3.674368], [40.607751, -3.577711], [40.514357, -3.773334]]",1805,458652
fd744c8e-7b50-4e0f-a2fe-4355437b22fc,"[[40.552832, -3.821981], [40.612258, -3.728619], [40.425757, -3.616136], [40.405256, -3.595371]]",3793,200339
09fc73f9-1e4f-47a4-a326-1bec62d971ac,"[[40.413574, -3.876418], [40.497444, -3.78109], [40.370593, -3.790299], [40.409479, -3.79609]]",4320,260230
3129c890-9063-46bf-a826-3c5e08d77771,"[[40.332611, -3.5924709999999997], [40.324069, -3.765387], [40.452766, -3.62751], [40.635345, -3.797486]]",2474,150535
6a4f7e23-109d-4f76-88ef-de6f4cad862b,"[[40.417706, -3.817662], [40.324273, -3.877316], [40.621796, -3.714398], [40.571591, -3.645205]]",1487,196909
9026b891-f162-4576-918e-8a051146b542,"[[40.615113, -3.6657830000000002], [40.561216, -3.684998], [40.390155, -3.868174], [40.333305, -3.619587]]",4113,158875
7c2b7b0b-e0ff-40ef-b180-cb48d773571c,"[[40.371592, -3.81172], [40.589106, -3.596249], [40.590486, -3.617603], [40.633306, -3.583541]]",1273,431733
9a27c2c1-6581-43b3-8d28-fd02348bcb94,"[[40.618088, -3.733811], [40.340256, -3.766015], [40.352277, -3.761516], [40.497395, -3.661018]]",4456,123679
dbd31aff-e558-4907-adb1-7bdf4268532a,"[[40.466626, -3.6910629999999998], [40.448967, -3.5970269999999998], [40.350845, -3.7066660000000002], [40.482865, -3.874302]]",2061,310940
a806fbc3-f72a-47fd-90a9-0b54d2d72fbb,"[[40.611496, -3.7429300000000003], [40.319414, -3.85604], [40.545785, -3.598027], [40.312695, -3.830912]]",4752,481668
311fee34-79c5-46e0-bfdf-82a901992236,"[[40.519642, -3.569014], [40.586109, -3.809661], [40.40962, -3.712415], [40.600864, -3.819795]]",4246,63426
40993770-596a-4c81-b562-ebec7c722833,"[[40.540717, -3.692997], [40.561555, -3.626353], [40.476854, -3.665617], [40.318685, -3.7940579999999997]]",735,150583
1ea39554-a840-437c-828e-9a41f32a4856,"[[40.641403, -3.624289], [40.570689, -3.7218169999999997], [40.31987, -3.734911], [40.397717, -3.660932]]",2057,251122
2c185a49-bd2d-4745-ad14-78a37b3439ec,"[[40.399313, -3.8114689999999998], [40.595796, -3.7254069999999997], [40.317367, -3.773255], [40.60149, -3.711934]]",1976,172117
bb9a563a-7740-4f89-ada9-fe9ff853f1d9,"[[40.531726, -3.6424849999999998], [40.635985, -3.6587959999999997], [40.344985, -3.556764], [40.427855, -3.712289]]",735,278953
426d9e52-4478-451e-863c-5ad9f0d239c9,"[[40.39961, -3.765283], [40.322063, -3.652771], [40.406332, -3.616624], [40.543391, -3.840451]]",2307,366744
08672a06-e3df-43a7-8b7d-9f372ae3b0b5,"[[40.600816, -3.569546], [40.446119, -3.835331], [40.48146, -3.7895820000000002], [40.44428, -3.878313]]",4176,389366
3799bf67-a623-4a58-839c-49383a3a0d6c,"[[40.37797, -3.590372], [40.593477, -3.608571], [40.320974, -3.586944], [40.600656, -3.651502]]",998,260313
2e087205-12c1-4ef1-b0fa-a7725e5e7b93,"[[40.448423, -3.726549], [40.349417, -3.758806], [40.623573, -3.773835], [40.349618, -3.619971]]",3458,361929
41848685-452a-4134-aa2c-91c2d1ae6d97,"[[40.485509, -3.768045], [40.602254, -3.807601], [40.494924, -3.683974], [40.613412, -3.6346879999999997]]",3881,267947
00bdf451-d8e3-4d48-864e-a9014c3bda99,"[[40.338516, -3.803266], [40.512256, -3.580057], [40.473806, -3.660782], [40.463966, -3.638251]]",3018,284626
0b4c836c-4ea1-4cb3-b6b6-e2d78a10b534,"[[40.635195, -3.753121], [40.317559, -3.604841], [40.479415, -3.6581200000000003], [40.414129, -3.848997]]",4070,414006
0080d8da-eb31-4e05-a144-3717574957f8,"[[40.384594, -3.874075], [40.581583, -3.796687], [40.494652, -3.635197], [40.550178, -3.71902]]",788,88002
e2b79f57-1398-47c2-9c10-d793d1270ba4,"[[40.526424, -3.875406], [40.642471, -3.65576], [40.599705, -3.658949], [40.523333, -3.783565]]",1943,136067
f9b442c4-0695-4822-9bad-8a0a54e8de37,"[[40.360443, -3.729523], [40.440887, -3.691198], [40.625937, -3.871187], [40.422689, -3.673269]]",1803,435295
be96ce9d-9d24-4af4-9c00-35725227fb90,"[[40.399778, -3.810448], [40.610484, -3.608072], [40.626116, -3.61439], [40.493430000000004, -3.573592]]",4102,293627
f8ff8425-7a5e-4c62-a237-e63bb4fcb886,"[[40.325412, -3.645758], [40.570901, -3.868461], [40.582293, -3.863956], [40.487714, -3.8565329999999998]]",2771,242388
0859d48f-0b8e-4d3c-9900-37aabaf7597e,"[[40.578408, -3.873112], [40.39822, -3.841706], [40.463858, -3.847818], [40.63719, -3.56785]]",3853,306854
20b8acc0-756d-41a3-9f8b-34e62a8a7887,"[[40.415411, -3.873248], [40.549162, -3.5816660000000002], [40.324346, -3.586575], [40.350657, -3.64295]]",3275,51716
11bde963-c615-465c-9506-e0edbbb7646f,"[[40.384909, -3.767137], [40.42252, -3.583395], [40.471179, -3.757587], [40.526869, -3.8292900000000003]]",2678,399548
ccbafdac-ad4f-4556-903c-9393829fbec2,"[[40.32767, -3.642511], [40.457641, -3.6868119999999998], [40.318336, -3.853149], [40.371029, -3.806733]]",2611,499319
