ID_Vivienda,Coordenadas,Fecha_Compra,Fecha_Venta,Precio_Compra (€),Precio_Venta (€),Superficie (m²),Habitaciones,Baños,Tipo,Distrito
385fdfaa-0781-49aa-899a-c716f6470546,"40.359211, -3.713841",2015-08-12,2021-10-02,872604,736052,159,3,1,Apartamento,Fuencarral-El Pardo
04e3adbc-66db-4018-b685-206e960ad732,"40.329674, -3.85946",2016-04-12,2024-09-09,649589,413123,179,4,1,Piso,Villa de Vallecas
ae8e4a15-cc82-400c-80ad-ce1304ecf12a,"40.493168, -3.827475",2018-05-25,2019-12-20,286762,610730,123,5,1,Ático,Barajas
3a76eb27-17aa-44c1-a792-348c41216195,"40.335206, -3.601554",2016-12-11,2022-02-05,972048,655575,126,5,2,Apartamento,Usera
2a6a5748-8e82-4292-b030-5cb29bbb0219,"40.374816, -3.830938",2018-01-30,2023-04-28,630809,490369,130,3,3,Chalet,Vicálvaro
bfb7013d-b915-4b4b-8528-f57a7123c796,"40.577034, -3.793131",2018-06-22,2020-03-19,596993,465429,118,4,3,Apartamento,Chamartín
126027e5-d182-4a8e-9f94-eb1ef6cbda52,"40.329153, -3.628757",2017-07-31,2023-02-21,252800,598344,94,3,2,Apartamento,Moncloa-Aravaca
34c195cc-9972-49b6-9da1-e17c363cf961,"40.379253, -3.566929",2019-01-26,2021-08-26,269609,602610,196,4,2,Piso,Carabanchel
d4525bf2-946a-4b2b-a0a6-3ce0c850dfe0,"40.485843, -3.605859",2015-12-30,2024-09-16,185520,389059,144,5,3,Dúplex,Vicálvaro
be73448e-765b-4c9f-ad3f-e1a96a68dd99,"40.608715, -3.719615",2016-08-02,2020-02-11,135813,732949,182,2,3,Ático,Moratalaz
0bdabfff-2791-427d-bd61-21492d8548bd,"40.528981, -3.793755",2016-06-30,2020-08-03,675368,389922,72,3,3,Dúplex,Retiro
14c9a34f-e77a-4f66-bcd5-e3d128d4ed9e,"40.583633, -3.847293",2017-09-02,2023-05-15,755586,462777,57,4,3,Chalet,San Blas-Canillejas
a9698297-d43a-446c-a753-1a38b9b49e79,"40.40725, -3.642764",2019-04-01,2023-11-25,828111,298025,40,2,1,Ático,Centro
e9d0155b-f904-4088-beaf-0f0cf3c79e90,"40.583103, -3.585318",2018-06-30,2023-03-19,335004,573217,71,5,3,Dúplex,Usera
4ba5d875-fda2-4217-b0bf-5397c6645d8d,"40.619863, -3.796604",2019-10-30,2023-05-24,680800,534650,162,5,1,Ático,Usera
8a9ee65b-de42-4668-b6c4-07841dc9b8bc,"40.472717, -3.713013",2016-12-11,2019-12-05,911402,532362,132,3,3,Piso,San Blas-Canillejas
b619aef7-93c7-4393-ba5a-6603d2b7d552,"40.327282, -3.856963",2019-05-18,2023-08-31,323819,843745,181,1,1,Apartamento,Vicálvaro
dbe3dff3-3b88-4e0c-9be8-3d2278ee0c4e,"40.612467, -3.565581",2017-07-17,2023-10-15,284961,268457,75,4,1,Chalet,Tetuán
0e78b0f5-39ab-4f58-bb1b-d68f0f9ff7f1,"40.468756, -3.669607",2016-06-04,2024-10-31,663510,129179,71,4,1,Apartamento,Fuencarral-El Pardo
ac040e24-1bbe-4930-956e-6add1659e78e,"40.472699, -3.742772",2017-08-01,2024-11-13,210480,287386,69,5,2,Apartamento,Barajas
d82f911f-d2e2-4049-b4c3-ac259ec8604a,"40.572295, -3.817177",2017-09-11,2020-02-13,526974,895866,54,5,3,Dúplex,Puente de Vallecas
d16c6847-e603-42f7-baae-0247e5fb900e,"40.46862, -3.680688",2017-10-04,2024-02-09,791802,988305,49,2,1,Piso,Puente de Vallecas
a5135023-0fbd-421c-b835-cd438e431e60,"40.346222, -3.609079",2016-04-05,2024-01-29,396018,158823,131,3,3,Chalet,Retiro
812ca5ce-1693-46b5-8e63-30ded72cbb4c,"40.373236, -3.583824",2018-07-14,2023-09-29,456883,947075,180,2,1,Chalet,Fuencarral-El Pardo
f4a195df-e588-4afc-8d95-1f844f5bbbdd,"40.3636, -3.777413",2015-02-27,2024-07-23,756206,181847,166,2,1,Ático,Barajas
b2107c99-9183-4161-a383-61378697ebdb,"40.508573, -3.744805",2016-04-03,2023-11-27,163033,839721,54,5,2,Apartamento,Moncloa-Aravaca
2b545533-e751-4d1d-9007-b0003582bf36,"40.436478, -3.621113",2018-01-11,2024-07-29,126422,551294,187,3,3,Dúplex,Retiro
d114a591-95a9-4adf-a8a2-b69a5c1955b9,"40.365751, -3.811143",2017-08-25,2022-10-23,947778,949324,90,4,1,Ático,Barajas
a1cb5bba-8fb2-4051-be38-eafe9fd61fe0,"40.623767, -3.795055",2015-10-14,2022-09-11,369644,584294,136,3,3,Dúplex,Usera
c4f9e19c-a12c-48ad-a354-537a2d24dbe3,"40.583996, -3.783886",2017-06-15,2022-02-18,110731,137824,56,2,2,Dúplex,Vicálvaro
6528f959-b03f-4d44-9731-0d74528d5887,"40.422418, -3.703338",2017-03-17,2021-10-27,268543,194690,188,5,1,Dúplex,Moratalaz
cc2a9a8d-95c4-4164-ac9e-7f0459771c9b,"40.413537, -3.699471",2019-09-20,2022-01-07,509448,469919,159,5,2,Ático,Usera
debcae42-dfaf-4cac-80ae-9a7539fa488d,"40.476803, -3.564589",2017-12-02,2022-06-18,158515,276751,185,3,1,Dúplex,San Blas-Canillejas
1dd3e3dc-5161-41d9-99c2-9ecdd926ad86,"40.394222, -3.870105",2019-02-11,2024-10-19,928840,773460,75,1,3,Apartamento,Usera
6a27b710-89da-40b8-9df7-03923147a6cd,"40.638233, -3.639592",2015-12-31,2021-08-07,998117,873885,91,3,2,Piso,Ciudad Lineal
060384f4-6b74-401e-9107-c99fa81473df,"40.554245, -3.636735",2016-05-11,2024-05-05,746337,852556,180,4,3,Dúplex,Salamanca
e56b4104-8182-451c-8bd0-2e72c4503625,"40.459265, -3.859963",2017-06-04,2024-11-03,214234,947434,110,5,2,Ático,Tetuán
43e8dc00-f362-473f-aa70-2f188a5444dc,"40.552094, -3.738519",2016-07-15,2021-03-07,724767,435367,72,3,3,Chalet,Vicálvaro
373ab0f3-b2fa-449d-b33a-76625f90f0c5,"40.620729, -3.846364",2018-06-01,2019-12-14,928818,118678,40,3,2,Ático,Salamanca
a1716497-c909-4fa4-8e2d-a5b687b49c89,"40.399093, -3.693554",2016-11-26,2021-11-05,900250,257934,173,4,2,Apartamento,Latina
2abc3c0f-03d2-4a2b-a384-010e36a43e4b,"40.621605, -3.741329",2019-09-05,2020-06-25,186412,501706,189,4,1,Piso,Centro
8f5fd3f4-9826-44c3-bb95-d574d4f7e4d6,"40.634377, -3.64203",2018-06-06,2023-04-09,971311,587101,86,2,1,Dúplex,Usera
3d375db6-b416-4bd5-9edc-5fb665996d6e,"40.457735, -3.690523",2018-04-07,2021-01-03,725707,862472,128,1,1,Piso,Arganzuela
c145173c-c544-4b76-9760-0f813f1b2dc2,"40.596647, -3.701462",2018-08-18,2024-11-29,473501,690006,144,4,1,Piso,Retiro
36b67431-1fc4-4b78-a83d-0e9e1bd3f185,"40.374605, -3.5961",2019-02-19,2022-10-28,382638,658062,161,4,1,Apartamento,Arganzuela
2d4d7a36-7775-456e-ac2b-cb6624b02add,"40.470663, -3.754253",2017-08-15,2020-06-09,612336,534934,141,2,2,Dúplex,Villa de Vallecas
46466b1a-1eb4-4428-bcac-897aabcacdc0,"40.352004, -3.71299",2016-10-20,2021-04-18,830821,825484,112,1,1,Piso,Retiro
ecdc814f-e0b8-45e0-958f-8a2283e1107d,"40.581483, -3.771649",2019-08-20,2024-02-24,894399,207004,101,5,3,Ático,Chamartín
60597d27-27e5-4cb6-8bfc-10ba128b766c,"40.532412, -3.68386",2019-10-15,2024-04-12,220674,927814,40,1,2,Dúplex,Latina
362707b5-a238-4483-b68d-db6073567f33,"40.628058, -3.882281",2017-12-06,2023-03-27,262891,331185,125,2,3,Dúplex,Villa de Vallecas
e711c452-3c9e-4121-8b90-1825e570527a,"40.425133, -3.808721",2019-04-02,2022-08-24,449251,935033,112,1,1,Piso,Salamanca
b4fc0086-e1a0-4b67-a219-448bb9396ac2,"40.63725, -3.81188",2015-05-18,2020-06-24,824241,221990,65,1,3,Chalet,Chamberí
43d453b3-3492-4304-8993-7ec4de3b08ea,"40.390539, -3.631433",2015-05-10,2021-03-20,297644,694230,30,2,2,Ático,Puente de Vallecas
8fa47215-9a2c-4f53-b6f4-65932cc82cdf,"40.614509, -3.796791",2015-08-17,2020-10-04,261783,933633,68,5,1,Dúplex,Usera
8138237c-e1e2-4010-8c0e-95428a043ab1,"40.457546, -3.745189",2019-04-20,2022-06-01,509434,580017,115,2,2,Piso,Tetuán
2812d185-64fd-4938-927c-80c6c4d3ba4e,"40.442286, -3.873093",2016-11-14,2021-10-28,476845,699359,150,5,1,Apartamento,Hortaleza
b078ef09-22bb-4ef4-8f7d-e25619adabdc,"40.322499, -3.729665",2015-03-29,2021-01-01,118351,534700,147,4,1,Piso,Villa de Vallecas
3dcaf534-4782-49d1-b4cf-8ff779849587,"40.472544, -3.656642",2016-08-16,2024-06-17,232387,856091,166,2,3,Piso,Chamartín
fd8c74fb-d53d-4d53-8d83-c9b8dc324db9,"40.569623, -3.766182",2019-04-25,2020-06-05,560918,787149,101,4,3,Ático,Carabanchel
f837bbe2-26cf-4a49-b00e-67ef4c4b7dc0,"40.437294, -3.57217",2018-06-06,2024-03-08,115787,101231,152,1,2,Piso,Barajas
260c85bc-ab3e-489a-a5a1-012774347439,"40.61912, -3.874483",2018-09-05,2020-08-08,521335,680591,159,3,2,Apartamento,Latina
5083fcf1-c6b1-46f9-ab2c-8bfc36dbfb2c,"40.506164, -3.568318",2018-12-29,2022-05-18,166666,333603,185,1,2,Apartamento,Villa de Vallecas
ad9227ff-9f82-451b-9cdd-faa1c9d3666d,"40.504496, -3.761795",2019-11-28,2020-05-01,470585,236631,182,2,3,Apartamento,Moncloa-Aravaca
fdd53c4e-c491-4e95-8357-e94e470ff5d5,"40.480388, -3.652364",2016-08-12,2024-06-10,602581,110019,127,3,3,Apartamento,Retiro
a7b53282-67eb-44ed-80b2-82712aec9527,"40.608569, -3.734895",2018-10-29,2024-08-17,209456,552192,123,1,3,Dúplex,Centro
11e22fcc-62f9-4e7c-8177-6fa39a8dc474,"40.580773, -3.726003",2018-02-11,2022-12-02,164348,533336,35,3,3,Apartamento,Centro
2013768a-0c0e-48c3-bdc2-77d77b0b9992,"40.49956, -3.691817",2019-06-24,2024-11-06,445842,130207,159,3,1,Piso,Moratalaz
d81fe48d-7a20-480d-b660-825c26e0ca14,"40.496542, -3.826185",2018-10-08,2022-11-08,706922,191349,63,3,3,Piso,Puente de Vallecas
471d91b3-1e36-4943-8dcc-0a14f1acabc9,"40.602586, -3.845927",2017-04-27,2019-12-19,635208,429339,135,5,1,Ático,Hortaleza
312a8097-e1c2-4af2-9009-28245ed0a51d,"40.436686, -3.725259",2018-12-10,2021-07-31,196767,363883,154,5,1,Dúplex,Arganzuela
6666aa03-c0e2-466d-b01f-4821d3f79658,"40.608155, -3.557017",2019-08-20,2021-04-06,658415,778848,135,5,3,Ático,Puente de Vallecas
24acc37e-065a-4d47-868e-b5d08c4dccd2,"40.577566, -3.636996",2017-11-14,2020-03-26,440084,414992,96,3,1,Piso,Fuencarral-El Pardo
06a21f63-57f4-4f0a-aefe-afad455ea39e,"40.600191, -3.689817",2017-09-14,2022-04-23,682415,911965,41,3,2,Apartamento,Ciudad Lineal
300ed929-42e3-4bd3-91c2-c4e5e67dcdc9,"40.542441, -3.801654",2019-06-16,2023-04-01,901588,643892,60,2,2,Dúplex,Puente de Vallecas
3cf17129-86e7-41cf-aefa-d7d3890d422c,"40.401769, -3.870857",2019-03-24,2020-03-10,872224,961398,88,4,1,Ático,Ciudad Lineal
e7b6bf43-a528-49db-9f02-b3eb422ec191,"40.328162, -3.868931",2019-09-15,2020-03-08,972704,588395,40,4,1,Ático,Carabanchel
2a00d563-418f-446b-8459-7e9f30476745,"40.597358, -3.691042",2015-11-27,2022-06-22,193135,154419,183,3,3,Chalet,Vicálvaro
741e1be8-d77a-4778-a261-48a16911089e,"40.457968, -3.865935",2015-06-09,2022-08-26,773688,919218,135,2,2,Piso,Chamartín
22f3efa1-5cf1-4745-8895-d3f5dd62ea03,"40.471635, -3.685072",2017-11-29,2022-12-23,642087,232133,112,4,2,Piso,Moncloa-Aravaca
4f8c5efd-eb13-40f0-b893-7eb750189fc7,"40.621557, -3.655193",2017-11-10,2021-03-06,287094,277919,110,2,1,Ático,Hortaleza
56ba978d-0f6e-4c31-82ce-2758ad986d2c,"40.404977, -3.683307",2019-07-13,2021-03-17,974313,186904,196,2,1,Ático,Ciudad Lineal
a5d40ebb-3731-44fd-8ef2-9b1eaf695fc0,"40.405256, -3.595371",2019-06-19,2020-08-22,354533,487172,175,4,3,Apartamento,Moncloa-Aravaca
e3295406-efb3-4703-afdb-8212aec29437,"40.323444, -3.644185",2019-09-15,2021-05-12,570585,970203,145,4,3,Chalet,Puente de Vallecas
e36f1feb-589b-4a3a-8faa-cebf9aef8b94,"40.623364, -3.753572",2017-07-11,2020-12-12,341232,730173,188,5,3,Piso,Usera
8e558cf5-8d38-42cb-9309-985412ce4471,"40.464155, -3.659264",2019-06-02,2023-06-29,275890,710287,115,4,3,Dúplex,Latina
5220c7e0-85a5-4e19-9264-f2e40e5405e8,"40.517236, -3.639229",2015-11-24,2024-09-20,579336,509024,167,2,1,Chalet,San Blas-Canillejas
5155dc99-03ad-4e7f-b5d7-1d3b3e57be92,"40.519535, -3.618392",2015-01-09,2023-10-10,141288,715812,183,2,2,Piso,Latina
902e0fe5-608e-466b-9ead-8eb4125a9f74,"40.440924, -3.566604",2018-04-16,2022-10-14,525635,299553,127,4,1,Chalet,Chamberí
d1f01e96-ec92-49d2-a27d-fef3366d6a43,"40.494441, -3.629592",2019-06-06,2023-06-24,684316,499499,85,4,2,Piso,Carabanchel
20690254-c702-44ce-afde-36aea7d2e95d,"40.374602, -3.659735",2019-10-14,2022-10-16,345245,730070,99,2,3,Dúplex,Centro
a058fb95-e365-4bc2-ade9-3fc6cec38b72,"40.356506, -3.701911",2019-02-26,2023-10-05,857979,320787,81,3,1,Ático,Chamartín
09141ee7-59aa-41d1-bfd1-dd3061fa5a8b,"40.635336, -3.712656",2018-01-17,2019-12-30,103266,640855,34,4,1,Dúplex,Villa de Vallecas
1c3bd5a3-ca7d-48c3-83ce-4c7be1a561ee,"40.538919, -3.622976",2017-08-17,2024-08-26,611142,549485,102,1,3,Dúplex,Chamartín
4b8719be-ed4a-4808-9116-236a0a1c4497,"40.417733, -3.685205",2017-06-27,2020-08-20,716191,196530,180,2,3,Dúplex,Villaverde
bed7ad8f-c1d0-4c3f-9159-066c6fc7bc02,"40.528362, -3.794247",2019-04-27,2020-06-24,226277,310415,48,4,3,Ático,Hortaleza
bbad2c77-3d65-47b1-a869-768833e819e5,"40.422775, -3.568358",2015-04-29,2021-06-01,458709,860839,85,2,2,Piso,San Blas-Canillejas
613833a1-be3f-48f2-a3c4-f14ee4085336,"40.497213, -3.621473",2018-09-30,2023-05-25,804563,979116,59,2,1,Dúplex,Salamanca
9888559e-939b-4f74-8276-9c8e58269789,"40.58549, -3.656179",2017-02-14,2022-05-26,625406,914921,190,3,1,Apartamento,Salamanca
825672aa-ba37-4737-986b-27002ad13835,"40.4522, -3.731195",2015-04-22,2022-02-26,548951,632812,41,4,3,Ático,Vicálvaro
6bc75287-eabd-4506-a78e-91028050b7c8,"40.514155, -3.730403",2018-07-02,2021-06-19,778922,429290,166,1,2,Ático,Arganzuela
10205b99-c429-4602-95fe-d322f0e4712f,"40.417555, -3.870457",2016-11-01,2024-06-11,538368,878800,89,2,3,Ático,Villaverde
115971b0-c664-42a7-9aa5-4642d64b14ee,"40.558255, -3.778525",2016-12-18,2022-04-29,262745,255233,89,5,3,Dúplex,Barajas
c83bda0e-f9cf-4125-865d-1e8e26fae45c,"40.399746, -3.844181",2015-08-19,2023-05-13,616288,285574,40,3,3,Chalet,Carabanchel
9de16a9d-e358-4c30-a681-b71131f97a8e,"40.503235, -3.620057",2018-01-08,2020-05-18,257524,776180,187,3,1,Dúplex,Arganzuela
8e0c0c41-a97f-4abd-b6e6-0207e7ed1715,"40.345944, -3.873293",2014-12-03,2022-07-19,116352,827166,181,5,3,Chalet,Villa de Vallecas
edd9eed3-547f-4b8b-9d58-2d223b3dc3ba,"40.347594, -3.587638",2017-04-15,2024-11-28,621706,267711,136,4,1,Dúplex,Centro
1fe68ca4-877d-487d-94fd-2532035d4aca,"40.58717, -3.862435",2018-05-14,2024-07-28,564317,459060,173,2,1,Piso,Hortaleza
b62cfef8-560e-471d-9334-4be621b1bdb5,"40.535595, -3.632808",2018-09-26,2021-01-26,108271,473174,48,1,2,Piso,Chamartín
4c7e04af-0ba1-4bbb-9490-bf4c2cb752fa,"40.463381, -3.726816",2015-10-06,2021-09-18,898573,616694,93,4,1,Piso,Centro
c2293208-51d6-4db8-8c18-42d68eb34e1b,"40.512768, -3.702128",2017-12-06,2023-07-27,623310,715693,80,1,3,Chalet,San Blas-Canillejas
a5030873-0ec3-4df1-b9a5-f62d3773f633,"40.541772, -3.773392",2015-09-27,2024-09-24,233589,116024,98,4,3,Chalet,Villa de Vallecas
e30d9858-4985-41b9-8b09-694a8e099b16,"40.43808, -3.822889",2017-11-04,2024-11-18,429220,913218,77,5,1,Piso,Hortaleza
9d95a8b3-33eb-4b81-a796-84cf15421611,"40.408693, -3.823989",2017-02-11,2023-05-11,192023,878027,147,5,3,Ático,Vicálvaro
c355ce22-3f06-41f9-8adc-eddaee6de579,"40.336229, -3.637309",2019-04-11,2023-04-10,961813,795253,153,5,1,Piso,Chamartín
b8ef5f7a-5d71-4c7c-8264-b5b153cffc82,"40.611545, -3.61786",2018-09-27,2023-05-25,793126,256212,136,1,1,Chalet,Arganzuela
78473671-3445-411a-84ea-13e64a7f6f2a,"40.426657, -3.789889",2019-09-02,2024-03-03,177731,910044,197,5,2,Piso,Chamartín
b33b1ec9-4114-41f1-931e-9148a0f13500,"40.606927, -3.874345",2015-06-02,2020-10-30,406996,806600,174,2,3,Piso,Moratalaz
84bb406f-5217-4f90-9099-6622cb303e3c,"40.524669, -3.658818",2016-08-29,2023-10-25,127103,163591,85,1,2,Piso,Moncloa-Aravaca
3baa7ced-67e6-4f6e-a122-5250a9c3084c,"40.420026, -3.629659",2019-10-25,2020-06-18,251337,838137,33,2,1,Piso,Moncloa-Aravaca
a759d7ae-523c-4820-8bc4-41ba3c65f332,"40.351057, -3.60855",2019-06-20,2024-10-26,887625,417784,54,3,1,Ático,Barajas
2f06fdf4-4f5e-40f8-826f-3086097442a1,"40.337325, -3.764211",2015-01-01,2023-10-16,897420,469189,104,2,2,Ático,Fuencarral-El Pardo
ff146670-78dd-40a4-ab6d-6cc1ecdb7273,"40.593856, -3.631528",2018-11-03,2024-10-17,492327,159041,178,5,3,Apartamento,Villaverde
ba40b137-7637-489a-9707-3f75468512a3,"40.60488, -3.850419",2015-03-24,2024-02-19,236113,231924,167,4,1,Dúplex,Usera
a3db7574-e26d-4002-b8dd-61d466375caf,"40.350661, -3.686154",2018-12-28,2024-11-25,879129,602381,162,1,2,Piso,Retiro
bd53c6bf-fd89-49c5-9b1e-aca79448ec66,"40.407406, -3.872663",2016-12-01,2022-11-12,148197,534723,159,4,3,Dúplex,Vicálvaro
61e182c5-26bf-4c02-97be-843dd96b2612,"40.346191, -3.853021",2016-08-03,2023-12-23,479789,596738,65,5,1,Dúplex,Chamartín
216bac9a-b92e-4299-a17c-9bcad3915304,"40.538639, -3.627655",2015-06-21,2020-03-21,705035,840638,198,2,2,Dúplex,Ciudad Lineal
fccb0f04-cc13-4a57-9cc3-e5d655ebf803,"40.414795, -3.825111",2016-08-06,2020-08-03,248110,286901,119,4,2,Chalet,Vicálvaro
5c3e37c1-f4ec-4db2-8984-f1df8395d73f,"40.426258, -3.764614",2019-08-22,2020-12-24,422847,219275,128,3,3,Apartamento,Moratalaz
b2df5b09-9559-4244-859c-941ea21ef413,"40.414424, -3.629955",2018-10-17,2023-10-12,536634,727514,35,1,1,Chalet,Ciudad Lineal
05f2d425-b83e-4b30-a312-1de9d420d98b,"40.440205, -3.750747",2015-08-17,2024-03-11,136241,547404,112,5,2,Dúplex,Latina
fcf055b1-73bd-4a30-9119-db716b125a45,"40.546933, -3.573627",2018-07-17,2022-09-16,643790,413669,161,5,3,Chalet,Salamanca
e5243b4b-4692-4e28-ba3e-a81379055122,"40.543007, -3.639578",2016-02-22,2019-12-07,654147,432711,145,1,1,Apartamento,Carabanchel
21fec401-321d-4907-be4b-4563702c65b8,"40.552229, -3.572182",2018-05-16,2022-03-14,441833,629154,140,2,3,Piso,Moratalaz
eccbcdf0-426e-4295-b00d-a856a102f2be,"40.590226, -3.775451",2015-05-30,2020-02-20,333352,132547,36,4,3,Chalet,Centro
323b2bc1-e370-4646-8071-cfb7349c21d6,"40.3319, -3.882209",2015-03-11,2021-04-07,998346,277995,106,5,3,Chalet,Ciudad Lineal
5c819819-7f61-4442-9257-89a79a17bdff,"40.374972, -3.683985",2015-09-02,2021-12-15,656597,873973,111,2,1,Apartamento,Retiro
a08a0926-8e1e-4c75-a2fc-0b49fd8cd923,"40.336521, -3.655184",2019-11-25,2019-12-19,393362,243213,63,4,3,Apartamento,Villaverde
8405c7e5-9bd4-4b94-b953-ea36078659e7,"40.603552, -3.690242",2019-05-27,2023-09-18,847924,521406,150,5,3,Ático,Hortaleza
6e214ea1-c235-4cb0-8f40-5f5cdb56874c,"40.419105, -3.800034",2019-07-25,2020-04-27,461140,556445,53,1,1,Apartamento,Moncloa-Aravaca
edee711b-a9b5-4f79-b123-40a68f590326,"40.391804, -3.697222",2018-01-29,2024-03-06,905945,267603,181,4,1,Chalet,Barajas
09a8a64f-e730-4c95-98e0-9c2234fb3f5d,"40.383017, -3.812459",2016-01-20,2023-04-12,802319,227649,190,4,3,Dúplex,Puente de Vallecas
6943153c-65d0-43fd-a479-5209f888efab,"40.437048, -3.814453",2016-06-17,2021-01-19,417125,771820,153,5,1,Dúplex,Puente de Vallecas
8237d359-ac3a-4459-a4ee-26cf9fd2bcde,"40.622936, -3.783319",2019-10-27,2021-05-29,500790,942220,136,1,2,Dúplex,Chamartín
2ee80687-d3a4-4312-85f0-1019db4cc2ef,"40.622127, -3.699852",2015-07-04,2020-12-10,282174,557393,119,5,1,Piso,Vicálvaro
5a725535-c08e-455a-9110-6af23b5039e5,"40.455614, -3.709455",2017-06-08,2021-08-19,361447,650986,183,4,3,Dúplex,Moncloa-Aravaca
8c4940d8-de78-4e0f-ae88-8edba576970c,"40.635429, -3.558316",2018-11-16,2021-01-08,325636,942193,143,2,3,Dúplex,Villaverde
9f92ba38-fdce-48f2-91fe-3086511ca66e,"40.618088, -3.733811",2015-01-23,2023-03-24,174447,481598,147,2,1,Ático,Fuencarral-El Pardo
aba72b16-a440-426b-836d-b33332d31dc2,"40.323415, -3.792792",2018-12-17,2023-09-05,554384,932356,67,3,1,Chalet,Ciudad Lineal
27151b5b-2dbc-48a4-9bfd-b8fb73f5a876,"40.445481, -3.882598",2016-03-26,2020-02-01,385917,631937,136,5,1,Dúplex,Arganzuela
f5bc35f5-778f-44f7-80da-b03a559f4a75,"40.482323, -3.829005",2015-10-21,2022-03-19,341332,751365,107,2,3,Chalet,Retiro
5159c1f3-1483-4b9c-b77e-2fbd50fb4fd9,"40.598629, -3.86123",2015-10-30,2020-05-17,842779,248783,37,5,3,Ático,Barajas
30256d0d-661d-449f-8bed-99936026906d,"40.545168, -3.662835",2015-12-19,2021-01-22,552789,916219,56,2,2,Ático,Arganzuela
cb34daf6-ef71-43d8-816e-98181a1e894d,"40.457506, -3.724593",2018-06-27,2021-07-02,102930,686391,134,5,2,Apartamento,Moncloa-Aravaca
8c51bf8b-6b87-4cc3-bf7b-700760d63526,"40.320064, -3.885556",2015-09-18,2020-10-16,775849,885491,174,1,1,Piso,Villa de Vallecas
3550f8db-0d68-4036-9b7a-0bf3286f744d,"40.550408, -3.750456",2018-08-12,2024-08-04,635713,975543,133,5,2,Apartamento,Usera
2a36654d-6d33-4b0e-b36f-23dbe19628da,"40.616371, -3.646969",2015-08-26,2020-05-31,494882,532065,32,4,2,Piso,Vicálvaro
ed62ee97-b30c-4aa5-b868-c42df6173751,"40.59018, -3.762677",2017-03-02,2022-02-12,746938,337133,51,2,2,Apartamento,Barajas
e94fbaf2-fb82-4795-88a8-36cb9475c4e3,"40.404231, -3.877552",2016-04-05,2024-03-10,654183,471989,53,5,1,Dúplex,Centro
6e9f3285-e7ce-4bcc-a749-2e2e54724642,"40.409561, -3.626239",2015-04-23,2023-08-05,621990,325665,135,5,2,Piso,Moratalaz
253918d5-0625-4ee2-9ba5-d0dc15973e22,"40.472263, -3.687049",2018-02-07,2022-08-09,219864,301054,77,5,3,Dúplex,Arganzuela
1bb454b3-e789-4361-8272-870fd5ddccfa,"40.489404, -3.68128",2019-07-26,2020-03-01,789986,528713,52,3,2,Chalet,Chamberí
a5be5832-1e70-4b3a-ace9-88ee580db713,"40.565162, -3.777173",2015-03-01,2022-01-23,440534,718571,167,1,3,Apartamento,Chamartín
ca6e97a0-e0cf-4bd6-b199-c441c8157ed9,"40.49233, -3.885408",2017-04-30,2020-01-03,552709,144645,111,3,2,Apartamento,Usera
2095745a-5660-495e-84cd-61b744dfce6a,"40.430063, -3.767659",2018-08-08,2023-10-11,355170,861247,150,3,3,Piso,Barajas
f8cf885c-98a7-468c-87d5-773baa2ab3bb,"40.524041, -3.664904",2019-11-05,2023-01-30,363773,171855,70,4,1,Piso,Fuencarral-El Pardo
6211e054-bd22-468d-babe-7adf2c633f50,"40.574837, -3.564626",2017-11-22,2023-03-11,302014,310359,135,1,2,Piso,Barajas
68ef53d3-7957-4b3b-bf51-cfa01f6c9f35,"40.44273, -3.739783",2016-01-31,2023-06-16,283617,248043,103,5,3,Piso,Moratalaz
b9763e1b-24d8-4d4a-98f1-33f8b7e31914,"40.438355, -3.823082",2018-11-06,2023-01-29,514847,435975,184,5,2,Piso,Centro
947acd26-3c00-4d3f-bed4-fcf2521d490e,"40.450395, -3.648039",2017-11-03,2021-01-04,828016,420609,112,3,2,Ático,Retiro
eff8aab0-6de8-46d8-9136-051ba2831d9b,"40.361821, -3.726061",2019-10-26,2022-02-24,608427,233336,62,2,1,Piso,Salamanca
92ea7af2-a711-45d2-8088-4a0070865821,"40.613613, -3.679495",2019-07-30,2022-08-17,413937,599601,117,3,2,Dúplex,San Blas-Canillejas
2c83731b-66b5-45cb-8597-21c6de6de8ae,"40.315099, -3.616861",2018-08-27,2023-06-07,518003,535674,105,1,2,Piso,Fuencarral-El Pardo
88147724-ec55-403c-a43c-05203c89a6e4,"40.347432, -3.648062",2019-06-04,2020-05-20,864152,336855,31,3,1,Chalet,Tetuán
8ca76d64-f236-4713-86fe-4f7a844a4af2,"40.416663, -3.756163",2019-02-11,2022-04-03,744317,755261,103,5,3,Ático,Moratalaz
f9d79884-9399-4a8b-b34d-b46825e084a9,"40.577004, -3.595944",2019-11-30,2021-11-01,476869,554857,64,4,1,Ático,Vicálvaro
8ac84a51-051e-4b4d-b24c-7770c591e973,"40.356406, -3.678986",2018-12-22,2024-09-13,293965,904687,94,5,1,Chalet,Carabanchel
c6e5debe-be84-4b75-8e6a-2d03a1ddd62c,"40.37162, -3.811292",2017-05-27,2022-11-12,600098,795271,164,4,2,Piso,Villaverde
d37402ae-2ed6-430b-b154-bb22858f2f13,"40.555691, -3.879054",2017-03-03,2024-05-11,449223,797349,87,1,1,Apartamento,Villa de Vallecas
6a21ac88-dea6-4d57-a5a3-4ae572c339f2,"40.427274, -3.867144",2015-11-02,2021-03-17,835339,726373,70,5,2,Chalet,Centro
